央视,#genre#
CCTV-1综合-HD,http://dx.joygala.cn:8118/rtp/239.49.0.207:8000
CCTV-1综合-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.207:8000
CCTV-1综合-HD,http://clnas.heylc.com:4022/rtp/239.49.0.207:8000
CCTV-1综合-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.207:8000
CCTV-2财经-HD,http://114.222.8.67:8001/rtp/239.49.8.130:6000
CCTV-2财经-HD,http://dx.joygala.cn:8118/rtp/239.49.8.130:6000
CCTV-2财经-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.130:6000
CCTV-2财经-HD,http://clnas.heylc.com:4022/rtp/239.49.8.130:6000
CCTV-2财经-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.130:6000
CCTV-3综艺-HD,http://114.222.8.67:8001/rtp/239.49.0.28:8000
CCTV-3综艺-HD,http://dx.joygala.cn:8118/rtp/239.49.0.28:8000
CCTV-3综艺-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.28:8000
CCTV-3综艺-HD,http://clnas.heylc.com:4022/rtp/239.49.0.28:8000
CCTV-3综艺-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.28:8000
CCTV-4中文国际-HD,http://114.222.8.67:8001/rtp/239.49.8.131:6000
CCTV-4中文国际-HD,http://dx.joygala.cn:8118/rtp/239.49.8.131:6000
CCTV-4中文国际-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.131:6000
CCTV-4中文国际-HD,http://clnas.heylc.com:4022/rtp/239.49.8.131:6000
CCTV-4中文国际-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.131:6000
CCTV-5+体育赛事-HD,http://114.222.8.67:8001/rtp/239.49.8.18:9610
CCTV-5+体育赛事-HD,http://dx.joygala.cn:8118/rtp/239.49.8.18:9610
CCTV-5+体育赛事-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.18:9610
CCTV-5+体育赛事-HD,http://clnas.heylc.com:4022/rtp/239.49.8.18:9610
CCTV-5+体育赛事-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.18:9610
CCTV-5体育-HD,http://114.222.8.67:8001/rtp/239.49.0.29:8000
CCTV-5体育-HD,http://dx.joygala.cn:8118/rtp/239.49.0.29:8000
CCTV-5体育-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.29:8000
CCTV-5体育-HD,http://clnas.heylc.com:4022/rtp/239.49.0.29:8000
CCTV-5体育-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.29:8000
CCTV-6电影-HD,http://114.222.8.67:8001/rtp/239.49.0.73:8000
CCTV-6电影-HD,http://dx.joygala.cn:8118/rtp/239.49.0.73:8000
CCTV-6电影-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.73:8000
CCTV-6电影-HD,http://clnas.heylc.com:4022/rtp/239.49.0.73:8000
CCTV-6电影-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.73:8000
CCTV-7国防军事-HD,http://114.222.8.67:8001/rtp/239.49.0.126:8000
CCTV-7国防军事-HD,http://dx.joygala.cn:8118/rtp/239.49.0.126:8000
CCTV-7国防军事-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.126:8000
CCTV-7国防军事-HD,http://clnas.heylc.com:4022/rtp/239.49.0.126:8000
CCTV-7国防军事-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.126:8000
CCTV-8电视剧-HD,http://114.222.8.67:8001/rtp/239.49.0.79:8000
CCTV-8电视剧-HD,http://dx.joygala.cn:8118/rtp/239.49.0.79:8000
CCTV-8电视剧-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.79:8000
CCTV-8电视剧-HD,http://clnas.heylc.com:4022/rtp/239.49.0.79:8000
CCTV-8电视剧-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.79:8000
CCTV-9纪录-HD,http://114.222.8.67:8001/rtp/239.49.8.53:9814
CCTV-9纪录-HD,http://dx.joygala.cn:8118/rtp/239.49.8.53:9814
CCTV-9纪录-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.53:9814
CCTV-9纪录-HD,http://clnas.heylc.com:4022/rtp/239.49.8.53:9814
CCTV-9纪录-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.53:9814
CCTV1-HD,http://114.222.8.67:8001/rtp/239.49.8.129:6000
CCTV1-HD,http://dx.joygala.cn:8118/rtp/239.49.8.129:6000
CCTV1-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.129:6000
CCTV1-HD,http://clnas.heylc.com:4022/rtp/239.49.8.129:6000
CCTV1-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.129:6000
CCTV10-HD,http://114.222.8.67:8001/rtp/239.49.8.134:6000
CCTV10-HD,http://dx.joygala.cn:8118/rtp/239.49.8.134:6000
CCTV10-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.134:6000
CCTV10-HD,http://clnas.heylc.com:4022/rtp/239.49.8.134:6000
CCTV10-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.134:6000
CCTV13-HD,http://114.222.8.67:8001/rtp/239.49.8.109:8000
CCTV13-HD,http://dx.joygala.cn:8118/rtp/239.49.8.109:8000
CCTV13-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.109:8000
CCTV13-HD,http://clnas.heylc.com:4022/rtp/239.49.8.109:8000
CCTV13-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.109:8000
CCTV5高清,http://114.222.8.67:8001/rtp/239.49.8.170:6000
CCTV5高清,http://dx.joygala.cn:8118/rtp/239.49.8.170:6000
CCTV5高清,http://j1900.silicaite.top:58888/rtp/239.49.8.170:6000
CCTV5高清,http://clnas.heylc.com:4022/rtp/239.49.8.170:6000
CCTV5高清,http://istoreos.sclvip.top:8787/rtp/239.49.8.170:6000
CCTV国防军事,http://114.222.8.67:8001/rtp/239.49.0.160:9274
CCTV国防军事,http://dx.joygala.cn:8118/rtp/239.49.0.160:9274
CCTV国防军事,http://j1900.silicaite.top:58888/rtp/239.49.0.160:9274
CCTV国防军事,http://clnas.heylc.com:4022/rtp/239.49.0.160:9274
CCTV国防军事,http://istoreos.sclvip.top:8787/rtp/239.49.0.160:9274
CCTV电视指南,http://114.222.8.67:8001/rtp/239.49.0.161:9282
CCTV电视指南,http://dx.joygala.cn:8118/rtp/239.49.0.161:9282
CCTV电视指南,http://j1900.silicaite.top:58888/rtp/239.49.0.161:9282
CCTV电视指南,http://clnas.heylc.com:4022/rtp/239.49.0.161:9282
CCTV电视指南,http://istoreos.sclvip.top:8787/rtp/239.49.0.161:9282
CETV-1-HD,http://114.222.8.67:8001/rtp/239.49.8.115:8000
CETV-1-HD,http://dx.joygala.cn:8118/rtp/239.49.8.115:8000
CETV-1-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.115:8000
CETV-1-HD,http://clnas.heylc.com:4022/rtp/239.49.8.115:8000
CETV-1-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.115:8000
CETV-4-HD,http://114.222.8.67:8001/rtp/239.49.0.125:8000
CETV-4-HD,http://dx.joygala.cn:8118/rtp/239.49.0.125:8000
CETV-4-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.125:8000
CETV-4-HD,http://clnas.heylc.com:4022/rtp/239.49.0.125:8000
CETV-4-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.125:8000
CETV1,http://114.222.8.67:8001/rtp/239.49.0.70:8552
CETV1,http://dx.joygala.cn:8118/rtp/239.49.0.70:8552
CETV1,http://j1900.silicaite.top:58888/rtp/239.49.0.70:8552
CETV1,http://clnas.heylc.com:4022/rtp/239.49.0.70:8552
CETV1,http://istoreos.sclvip.top:8787/rtp/239.49.0.70:8552
CGTN-俄语-HD,http://114.222.8.67:8001/rtp/239.49.0.111:8000
CGTN-俄语-HD,http://dx.joygala.cn:8118/rtp/239.49.0.111:8000
CGTN-俄语-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.111:8000
CGTN-俄语-HD,http://clnas.heylc.com:4022/rtp/239.49.0.111:8000
CGTN-俄语-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.111:8000
CGTN-法语-HD,http://114.222.8.67:8001/rtp/239.49.1.31:8000
CGTN-法语-HD,http://dx.joygala.cn:8118/rtp/239.49.1.31:8000
CGTN-法语-HD,http://j1900.silicaite.top:58888/rtp/239.49.1.31:8000
CGTN-法语-HD,http://clnas.heylc.com:4022/rtp/239.49.1.31:8000
CGTN-法语-HD,http://istoreos.sclvip.top:8787/rtp/239.49.1.31:8000
CGTN-西语-HD,http://114.222.8.67:8001/rtp/239.49.1.30:8000
CGTN-西语-HD,http://dx.joygala.cn:8118/rtp/239.49.1.30:8000
CGTN-西语-HD,http://j1900.silicaite.top:58888/rtp/239.49.1.30:8000
CGTN-西语-HD,http://clnas.heylc.com:4022/rtp/239.49.1.30:8000
CGTN-西语-HD,http://istoreos.sclvip.top:8787/rtp/239.49.1.30:8000
世界地理 HD,http://114.222.8.67:8001/rtp/239.49.8.87:8000
世界地理 HD,http://dx.joygala.cn:8118/rtp/239.49.8.87:8000
世界地理 HD,http://j1900.silicaite.top:58888/rtp/239.49.8.87:8000
世界地理 HD,http://clnas.heylc.com:4022/rtp/239.49.8.87:8000
世界地理 HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.87:8000
女性时尚 HD,http://114.222.8.67:8001/rtp/239.49.8.93:8000
女性时尚 HD,http://dx.joygala.cn:8118/rtp/239.49.8.93:8000
女性时尚 HD,http://j1900.silicaite.top:58888/rtp/239.49.8.93:8000
女性时尚 HD,http://clnas.heylc.com:4022/rtp/239.49.8.93:8000
女性时尚 HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.93:8000
文化精品 HD,http://114.222.8.67:8001/rtp/239.49.8.90:8000
文化精品 HD,http://dx.joygala.cn:8118/rtp/239.49.8.90:8000
文化精品 HD,http://j1900.silicaite.top:58888/rtp/239.49.8.90:8000
文化精品 HD,http://clnas.heylc.com:4022/rtp/239.49.8.90:8000
文化精品 HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.90:8000
风云音乐 HD,http://114.222.8.67:8001/rtp/239.49.8.92:8000
风云音乐 HD,http://dx.joygala.cn:8118/rtp/239.49.8.92:8000
风云音乐 HD,http://j1900.silicaite.top:58888/rtp/239.49.8.92:8000
风云音乐 HD,http://clnas.heylc.com:4022/rtp/239.49.8.92:8000
风云音乐 HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.92:8000
CCTV1,http://114.222.8.67:8001/rtp/239.49.1.1:6000
CCTV1,http://dx.joygala.cn:8118/rtp/239.49.1.1:6000
CCTV1,http://j1900.silicaite.top:58888/rtp/239.49.1.1:6000
CCTV1,http://clnas.heylc.com:4022/rtp/239.49.1.1:6000
CCTV1,http://istoreos.sclvip.top:8787/rtp/239.49.1.1:6000
CCTV1,http://114.222.8.67:8001/rtp/239.49.8.19:9614
CCTV1,http://dx.joygala.cn:8118/rtp/239.49.8.19:9614
CCTV1,http://j1900.silicaite.top:58888/rtp/239.49.8.19:9614
CCTV1,http://clnas.heylc.com:4022/rtp/239.49.8.19:9614
CCTV1,http://istoreos.sclvip.top:8787/rtp/239.49.8.19:9614
CCTV2,http://114.222.8.67:8001/rtp/239.49.0.2:8008
CCTV2,http://dx.joygala.cn:8118/rtp/239.49.0.2:8008
CCTV2,http://j1900.silicaite.top:58888/rtp/239.49.0.2:8008
CCTV2,http://clnas.heylc.com:4022/rtp/239.49.0.2:8008
CCTV2,http://istoreos.sclvip.top:8787/rtp/239.49.0.2:8008
CCTV2,http://114.222.8.67:8001/rtp/239.49.8.50:9802
CCTV2,http://dx.joygala.cn:8118/rtp/239.49.8.50:9802
CCTV2,http://j1900.silicaite.top:58888/rtp/239.49.8.50:9802
CCTV2,http://clnas.heylc.com:4022/rtp/239.49.8.50:9802
CCTV2,http://istoreos.sclvip.top:8787/rtp/239.49.8.50:9802
CCTV3,http://114.222.8.67:8001/rtp/239.49.0.3:9566
CCTV3,http://dx.joygala.cn:8118/rtp/239.49.0.3:9566
CCTV3,http://j1900.silicaite.top:58888/rtp/239.49.0.3:9566
CCTV3,http://clnas.heylc.com:4022/rtp/239.49.0.3:9566
CCTV3,http://istoreos.sclvip.top:8787/rtp/239.49.0.3:9566
CCTV3,http://114.222.8.67:8001/rtp/239.49.8.74:8000
CCTV3,http://dx.joygala.cn:8118/rtp/239.49.8.74:8000
CCTV3,http://j1900.silicaite.top:58888/rtp/239.49.8.74:8000
CCTV3,http://clnas.heylc.com:4022/rtp/239.49.8.74:8000
CCTV3,http://istoreos.sclvip.top:8787/rtp/239.49.8.74:8000
CCTV4,http://114.222.8.67:8001/rtp/239.49.0.4:8024
CCTV4,http://dx.joygala.cn:8118/rtp/239.49.0.4:8024
CCTV4,http://j1900.silicaite.top:58888/rtp/239.49.0.4:8024
CCTV4,http://clnas.heylc.com:4022/rtp/239.49.0.4:8024
CCTV4,http://istoreos.sclvip.top:8787/rtp/239.49.0.4:8024
CCTV4,http://114.222.8.67:8001/rtp/239.49.8.51:9806
CCTV4,http://dx.joygala.cn:8118/rtp/239.49.8.51:9806
CCTV4,http://j1900.silicaite.top:58888/rtp/239.49.8.51:9806
CCTV4,http://clnas.heylc.com:4022/rtp/239.49.8.51:9806
CCTV4,http://istoreos.sclvip.top:8787/rtp/239.49.8.51:9806
CCTV5,http://114.222.8.67:8001/rtp/239.49.0.5:9570
CCTV5,http://dx.joygala.cn:8118/rtp/239.49.0.5:9570
CCTV5,http://j1900.silicaite.top:58888/rtp/239.49.0.5:9570
CCTV5,http://clnas.heylc.com:4022/rtp/239.49.0.5:9570
CCTV5,http://istoreos.sclvip.top:8787/rtp/239.49.0.5:9570
CCTV5,http://114.222.8.67:8001/rtp/239.49.8.75:8000
CCTV5,http://dx.joygala.cn:8118/rtp/239.49.8.75:8000
CCTV5,http://j1900.silicaite.top:58888/rtp/239.49.8.75:8000
CCTV5,http://clnas.heylc.com:4022/rtp/239.49.8.75:8000
CCTV5,http://istoreos.sclvip.top:8787/rtp/239.49.8.75:8000
CCTV6,http://114.222.8.67:8001/rtp/239.49.0.6:9574
CCTV6,http://dx.joygala.cn:8118/rtp/239.49.0.6:9574
CCTV6,http://j1900.silicaite.top:58888/rtp/239.49.0.6:9574
CCTV6,http://clnas.heylc.com:4022/rtp/239.49.0.6:9574
CCTV6,http://istoreos.sclvip.top:8787/rtp/239.49.0.6:9574
CCTV6,http://114.222.8.67:8001/rtp/239.49.8.76:8000
CCTV6,http://dx.joygala.cn:8118/rtp/239.49.8.76:8000
CCTV6,http://j1900.silicaite.top:58888/rtp/239.49.8.76:8000
CCTV6,http://clnas.heylc.com:4022/rtp/239.49.8.76:8000
CCTV6,http://istoreos.sclvip.top:8787/rtp/239.49.8.76:8000
CCTV7,http://114.222.8.67:8001/rtp/239.49.0.7:8048
CCTV7,http://dx.joygala.cn:8118/rtp/239.49.0.7:8048
CCTV7,http://j1900.silicaite.top:58888/rtp/239.49.0.7:8048
CCTV7,http://clnas.heylc.com:4022/rtp/239.49.0.7:8048
CCTV7,http://istoreos.sclvip.top:8787/rtp/239.49.0.7:8048
CCTV8,http://114.222.8.67:8001/rtp/239.49.0.8:9578
CCTV8,http://dx.joygala.cn:8118/rtp/239.49.0.8:9578
CCTV8,http://j1900.silicaite.top:58888/rtp/239.49.0.8:9578
CCTV8,http://clnas.heylc.com:4022/rtp/239.49.0.8:9578
CCTV8,http://istoreos.sclvip.top:8787/rtp/239.49.0.8:9578
CCTV8,http://114.222.8.67:8001/rtp/239.49.8.77:8000
CCTV8,http://dx.joygala.cn:8118/rtp/239.49.8.77:8000
CCTV8,http://j1900.silicaite.top:58888/rtp/239.49.8.77:8000
CCTV8,http://clnas.heylc.com:4022/rtp/239.49.8.77:8000
CCTV8,http://istoreos.sclvip.top:8787/rtp/239.49.8.77:8000
CCTV10,http://114.222.8.67:8001/rtp/239.49.0.10:8072
CCTV10,http://dx.joygala.cn:8118/rtp/239.49.0.10:8072
CCTV10,http://j1900.silicaite.top:58888/rtp/239.49.0.10:8072
CCTV10,http://clnas.heylc.com:4022/rtp/239.49.0.10:8072
CCTV10,http://istoreos.sclvip.top:8787/rtp/239.49.0.10:8072
CCTV11,http://114.222.8.67:8001/rtp/239.49.0.11:8080
CCTV11,http://dx.joygala.cn:8118/rtp/239.49.0.11:8080
CCTV11,http://j1900.silicaite.top:58888/rtp/239.49.0.11:8080
CCTV11,http://clnas.heylc.com:4022/rtp/239.49.0.11:8080
CCTV11,http://istoreos.sclvip.top:8787/rtp/239.49.0.11:8080
CCTV12,http://114.222.8.67:8001/rtp/239.49.0.12:8088
CCTV12,http://dx.joygala.cn:8118/rtp/239.49.0.12:8088
CCTV12,http://j1900.silicaite.top:58888/rtp/239.49.0.12:8088
CCTV12,http://clnas.heylc.com:4022/rtp/239.49.0.12:8088
CCTV12,http://istoreos.sclvip.top:8787/rtp/239.49.0.12:8088
CCTV12,http://114.222.8.67:8001/rtp/239.49.8.55:9822
CCTV12,http://dx.joygala.cn:8118/rtp/239.49.8.55:9822
CCTV12,http://j1900.silicaite.top:58888/rtp/239.49.8.55:9822
CCTV12,http://clnas.heylc.com:4022/rtp/239.49.8.55:9822
CCTV12,http://istoreos.sclvip.top:8787/rtp/239.49.8.55:9822
CCTV13,http://114.222.8.67:8001/rtp/239.49.0.13:8096
CCTV13,http://dx.joygala.cn:8118/rtp/239.49.0.13:8096
CCTV13,http://j1900.silicaite.top:58888/rtp/239.49.0.13:8096
CCTV13,http://clnas.heylc.com:4022/rtp/239.49.0.13:8096
CCTV13,http://istoreos.sclvip.top:8787/rtp/239.49.0.13:8096
CCTV14,http://114.222.8.67:8001/rtp/239.49.0.14:8104
CCTV14,http://dx.joygala.cn:8118/rtp/239.49.0.14:8104
CCTV14,http://j1900.silicaite.top:58888/rtp/239.49.0.14:8104
CCTV14,http://clnas.heylc.com:4022/rtp/239.49.0.14:8104
CCTV14,http://istoreos.sclvip.top:8787/rtp/239.49.0.14:8104
CCTV14,http://114.222.8.67:8001/rtp/239.49.8.56:9826
CCTV14,http://dx.joygala.cn:8118/rtp/239.49.8.56:9826
CCTV14,http://j1900.silicaite.top:58888/rtp/239.49.8.56:9826
CCTV14,http://clnas.heylc.com:4022/rtp/239.49.8.56:9826
CCTV14,http://istoreos.sclvip.top:8787/rtp/239.49.8.56:9826
CCTV15,http://114.222.8.67:8001/rtp/239.49.0.15:8112
CCTV15,http://dx.joygala.cn:8118/rtp/239.49.0.15:8112
CCTV15,http://j1900.silicaite.top:58888/rtp/239.49.0.15:8112
CCTV15,http://clnas.heylc.com:4022/rtp/239.49.0.15:8112
CCTV15,http://istoreos.sclvip.top:8787/rtp/239.49.0.15:8112
CCTV17,http://114.222.8.67:8001/rtp/239.49.8.52:9810
CCTV17,http://dx.joygala.cn:8118/rtp/239.49.8.52:9810
CCTV17,http://j1900.silicaite.top:58888/rtp/239.49.8.52:9810
CCTV17,http://clnas.heylc.com:4022/rtp/239.49.8.52:9810
CCTV17,http://istoreos.sclvip.top:8787/rtp/239.49.8.52:9810
卫视,#genre#
三沙卫视-HD,http://114.222.8.67:8001/rtp/239.49.0.167:8000
三沙卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.0.167:8000
三沙卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.167:8000
三沙卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.0.167:8000
三沙卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.167:8000
东南卫视-HD,http://114.222.8.67:8001/rtp/239.49.8.112:8000
东南卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.8.112:8000
东南卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.112:8000
东南卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.8.112:8000
东南卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.112:8000
东方卫视-HD,http://114.222.8.67:8001/rtp/239.49.8.140:6000
东方卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.8.140:6000
东方卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.140:6000
东方卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.8.140:6000
东方卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.140:6000
东方卫视录播?-标清,http://114.222.8.67:8001/rtp/239.49.1.216:6000
东方卫视录播?-标清,http://dx.joygala.cn:8118/rtp/239.49.1.216:6000
东方卫视录播?-标清,http://j1900.silicaite.top:58888/rtp/239.49.1.216:6000
东方卫视录播?-标清,http://clnas.heylc.com:4022/rtp/239.49.1.216:6000
东方卫视录播?-标清,http://istoreos.sclvip.top:8787/rtp/239.49.1.216:6000
云南卫视-HD,http://114.222.8.67:8001/rtp/239.49.0.177:8000
云南卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.0.177:8000
云南卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.0.177:8000
云南卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.0.177:8000
云南卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.0.177:8000
兵团卫视-HD,http://114.222.8.67:8001/rtp/239.49.1.58:8000
兵团卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.1.58:8000
兵团卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.1.58:8000
兵团卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.1.58:8000
兵团卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.1.58:8000
内蒙古卫视-HD,http://114.222.8.67:8001/rtp/239.49.1.75:8000
内蒙古卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.1.75:8000
内蒙古卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.1.75:8000
内蒙古卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.1.75:8000
内蒙古卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.1.75:8000
北京卫视-HD,http://114.222.8.67:8001/rtp/239.49.8.141:6000
北京卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.8.141:6000
北京卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.141:6000
北京卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.8.141:6000
北京卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.141:6000
吉林卫视-HD,http://114.222.8.67:8001/rtp/239.49.8.113:8000
吉林卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.8.113:8000
吉林卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.113:8000
吉林卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.8.113:8000
吉林卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.113:8000
四川卫视-HD,http://114.222.8.67:8001/rtp/239.49.8.110:8000
四川卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.8.110:8000
四川卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.110:8000
四川卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.8.110:8000
四川卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.110:8000
天津卫视-HD,http://114.222.8.67:8001/rtp/239.49.8.148:6000
天津卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.8.148:6000
天津卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.148:6000
天津卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.8.148:6000
天津卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.8.148:6000
宁夏卫视-HD,http://114.222.8.67:8001/rtp/239.49.1.60:8000
宁夏卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.1.60:8000
宁夏卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.1.60:8000
宁夏卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.1.60:8000
宁夏卫视-HD,http://istoreos.sclvip.top:8787/rtp/239.49.1.60:8000
安徽卫视-HD,http://114.222.8.67:8001/rtp/239.49.8.80:8000
安徽卫视-HD,http://dx.joygala.cn:8118/rtp/239.49.8.80:8000
安徽卫视-HD,http://j1900.silicaite.top:58888/rtp/239.49.8.80:8000
安徽卫视-HD,http://clnas.heylc.com:4022/rtp/239.49.8.80:8000
